S.NO,deviceID,Temp,aX,aY,aZ,accSrt,gX,gY,gZ,mX,mY,mZ,horiDir,cdate,Movement,Chewing,Heat
67526,I1002,35,-0.32,0.94,-0.04,1,7.81,0.61,-1.65,52.42,139.85,-64.09,20.55,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67527,I1002,35,-0.31,0.92,-0.04,0.97,4.27,0.43,0.12,53.61,137.46,-64.09,21.31,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67528,I1002,35,-0.28,0.92,-0.03,0.96,6.35,3.17,-1.46,52.42,136.27,-62.95,21.04,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67529,I1002,35,-0.26,0.97,-0.01,1,1.59,-8.54,-3.42,53.61,139.85,-61.8,20.97,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67530,I1002,35,-0.26,0.95,-0.03,0.99,-2.26,-0.85,2.87,51.23,138.66,-61.8,20.28,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67531,I1002,35,-0.28,0.99,-0.02,1.02,-0.79,-8.3,-2.5,52.42,138.66,-62.95,20.71,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67532,I1002,35,-0.24,0.96,0,0.99,-2.38,0.06,2.38,51.23,138.66,-65.24,20.28,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67533,I1002,35,-0.25,0.96,0,0.99,0.92,-2.56,-0.55,51.23,141.05,-62.95,19.96,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67534,I1002,35,-0.25,0.96,-0.01,0.99,0.49,0.24,-0.06,50.04,141.05,-62.95,19.53,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67535,I1002,35,-0.25,0.96,-0.01,0.99,1.1,0,0.43,48.85,141.05,-65.24,19.1,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67536,I1002,35,-0.26,0.95,0.03,0.98,-3.97,14.83,1.53,53.61,137.46,-62.95,21.31,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67537,I1002,35,-0.24,0.99,-0.01,1.02,1.83,6.16,1.1,53.61,138.66,-64.09,21.14,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67538,I1002,35,-0.31,0.95,-0.04,1,-0.67,0.92,4.82,51.23,141.05,-62.95,19.96,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67539,I1002,35,-0.27,0.98,-0.01,1.02,-0.61,-7.75,1.77,52.42,138.66,-60.66,20.71,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67540,I1002,35,-0.27,0.95,-0.01,0.99,6.29,-2.81,-1.46,52.42,138.66,-61.8,20.71,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67541,I1002,35,-0.27,0.98,-0.04,1.01,-0.49,1.22,2.5,53.61,142.24,-61.8,20.65,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67542,I1002,35,-0.27,0.98,0,1.01,-1.1,-6.16,0.85,51.23,139.85,-62.95,20.12,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67543,I1002,35,-0.26,0.94,-0.01,0.97,1.53,3.17,0.18,51.23,141.05,-61.8,19.96,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67544,I1002,35,-0.28,0.96,0,1,-6.35,-10.62,-2.14,52.42,139.85,-64.09,20.55,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67545,I1002,35,-0.28,0.94,-0.02,0.98,6.35,1.59,-2.26,52.42,139.85,-61.8,20.55,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67546,I1002,35,-0.28,0.94,-0.02,0.98,-0.67,-3.72,-1.1,52.42,139.85,-65.24,20.55,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67547,I1002,35,-0.26,0.93,0.05,0.97,-6.1,-6.23,1.22,51.23,139.85,-64.09,20.12,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67548,I1002,35,-0.44,0.9,0,1,7.39,-2.81,-4.46,59.57,127.9,-54.94,24.97,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67549,I1002,35,-0.42,0.87,-0.01,0.97,-1.53,3.42,0.55,58.38,132.68,-59.52,23.75,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67550,I1002,35,-0.39,0.91,-0.04,0.99,3.97,-0.31,0.12,56,133.88,-58.37,22.7,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67551,I1002,35,-0.36,0.91,-0.01,0.98,-4.52,-2.69,-0.67,56,135.07,-60.66,22.52,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67552,I1002,35,-0.33,0.93,-0.09,0.99,5,1.71,-2.62,54.8,136.27,-59.52,21.91,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67553,I1002,35,-0.29,0.92,-0.03,0.96,4.82,4.09,-3.05,51.23,139.85,-60.66,20.12,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67554,I1002,35,-0.28,0.97,-0.04,1.02,-1.04,-7.14,-2.32,52.42,141.05,-62.95,20.39,09-03-2022 10:47,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67555,I1002,35,-0.22,0.96,-0.01,0.98,-8.3,-1.46,4.15,50.04,141.05,-64.09,19.53,09-03-2022 10:48,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67556,I1002,35,-0.27,0.97,0.01,1.01,4.21,-7.87,-1.04,48.85,143.44,-62.95,18.81,09-03-2022 10:48,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67557,I1002,35,-0.33,0.95,-0.05,1.01,4.03,-10.13,-3.6,52.42,138.66,-61.8,20.71,09-03-2022 10:48,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67558,I1002,35,-0.25,0.93,0.01,0.96,6.65,8.67,-0.61,51.23,139.85,-65.24,20.12,09-03-2022 10:48,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67559,I1002,35,-0.31,0.95,-0.01,1,-2.38,4.46,0.49,53.61,144.63,-60.66,20.34,09-03-2022 10:48,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67622,I1002,35,-0.24,0.96,0.03,0.98,-1.22,-2.5,3.3,48.85,138.66,-49.21,19.41,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67623,I1002,35,-0.25,0.95,0.03,0.98,5.74,1.46,-3.23,50.04,139.85,-53.79,19.69,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67624,I1002,35,-0.23,0.95,0.01,0.98,-0.06,-0.43,1.89,46.46,136.27,-53.79,18.83,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67625,I1002,35,-0.23,0.93,0.04,0.96,-0.55,3.6,-1.59,48.85,141.05,-52.65,19.1,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67626,I1002,35,-0.24,0.94,0.03,0.97,-5.68,-3.91,4.94,50.04,139.85,-51.5,19.69,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67627,I1002,35,-0.25,0.97,0.03,1,3.91,-3.72,-2.75,50.04,137.46,-52.65,20,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67628,I1002,35,-0.23,0.94,0.05,0.97,-1.65,5.55,-0.31,50.04,136.27,-52.65,20.16,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67629,I1002,35,-0.27,0.97,-0.02,1.01,6.84,-1.28,-1.89,47.66,136.27,-50.36,19.28,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67630,I1002,35,-0.24,0.96,0.02,0.99,-1.22,8.67,-3.05,51.23,137.46,-51.5,20.44,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67631,I1002,35,-0.24,0.95,0.05,0.98,-1.65,-2.56,1.4,50.04,137.46,-49.21,20,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67632,I1002,35,-0.31,0.99,0,1.04,-2.75,-13.24,-3.78,53.61,136.27,-50.36,21.48,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67633,I1002,35,-0.3,0.96,0.03,1,6.9,-3.54,-0.49,52.42,135.07,-49.21,21.21,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67634,I1002,35,-0.27,0.9,0.06,0.94,2.32,1.46,-2.56,53.61,135.07,-48.07,21.65,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67635,I1002,35,-0.25,0.93,0.04,0.97,-0.18,5.74,-0.67,53.61,135.07,-49.21,21.65,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67636,I1002,35,-0.24,1,0.04,1.03,-4.94,-5.98,2.38,51.23,133.88,-49.21,20.94,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67637,I1002,35,-0.31,0.97,0,1.02,-0.06,-6.53,-3.78,52.42,132.68,-46.93,21.56,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67638,I1002,35,-0.31,0.92,0.06,0.97,2.2,-1.28,-0.43,52.42,133.88,-49.21,21.38,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67639,I1002,35,-0.31,0.93,0.03,0.98,-0.24,1.89,-0.18,53.61,133.88,-51.5,21.82,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67640,I1002,35,-0.3,0.94,0.07,0.99,-4.94,-4.09,1.53,52.42,136.27,-52.65,21.04,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67641,I1002,35,-0.3,0.95,0.05,1,6.16,5.55,3.05,56,133.88,-49.21,22.7,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67642,I1002,35,-0.43,0.92,0.06,1.02,21.18,-41.69,-1.77,45.27,113.55,-29.76,21.74,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67643,I1002,35,-0.38,0.94,0.04,1.01,6.96,-1.53,2.14,50.04,133.88,-46.93,20.49,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67644,I1002,35,-0.35,0.92,-0.07,0.99,0.67,-1.28,-1.77,58.38,133.88,-70.96,23.56,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67645,I1002,35,-0.37,0.89,-0.03,0.97,-3.66,5.62,1.83,59.57,135.07,-67.53,23.8,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67646,I1002,35,-0.35,0.95,-0.02,1.01,-3.3,-4.15,0,54.8,137.46,-72.11,21.74,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67647,I1002,35,-0.34,0.91,0.02,0.97,5.07,-0.43,-1.16,59.57,135.07,-68.67,23.8,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67648,I1002,35,-0.34,0.89,-0.03,0.96,5.8,7.26,-0.98,58.38,135.07,-69.82,23.37,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67649,I1002,35,-0.36,0.91,-0.01,0.98,1.53,0.43,1.16,58.38,135.07,-67.53,23.37,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67650,I1002,35,-0.38,0.94,-0.01,1.01,-3.42,-10.13,-2.14,57.19,138.66,-69.82,22.41,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67651,I1002,35,-0.33,0.92,-0.04,0.98,2.62,2.87,-1.1,59.57,138.66,-68.67,23.25,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67652,I1002,35,-0.34,0.91,0,0.97,-3.05,1.34,1.04,54.8,137.46,-68.67,21.74,09-03-2022 10:36,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67653,I1002,35,-0.36,0.93,-0.03,0.99,-2.69,-10.8,-3.42,58.38,136.27,-65.24,23.19,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67654,I1002,35,-0.35,0.88,-0.03,0.95,5.86,3.72,-1.4,59.57,137.46,-67.53,23.43,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67655,I1002,35,-0.34,0.94,-0.02,1,0,0.24,0.24,56,137.46,-67.53,22.16,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67656,I1002,35,-0.34,0.93,-0.02,0.99,-5.55,0.43,3.36,57.19,136.27,-66.38,22.77,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67657,I1002,35,-0.34,0.94,-0.01,1,-0.18,-3.48,0.55,56,137.46,-68.67,22.16,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67658,I1002,35,-0.35,0.95,-0.03,1.01,2.26,-8.85,-4.64,57.19,136.27,-66.38,22.77,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67659,I1002,35,-0.33,0.93,-0.04,0.99,1.16,-2.2,-0.61,56,135.07,-67.53,22.52,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67660,I1002,35,-0.36,0.92,-0.01,0.98,4.46,-7.69,-3.54,58.38,136.27,-73.25,23.19,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67661,I1002,35,-0.34,0.9,-0.03,0.96,3.6,2.14,-2.81,57.19,137.46,-72.11,22.59,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67662,I1002,35,-0.29,0.96,-0.01,1,-3.85,-0.85,-1.53,56,135.07,-73.25,22.52,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67663,I1002,35,-0.33,0.94,0.01,1,-0.24,-4.58,0.31,54.8,138.66,-69.82,21.57,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67664,I1002,35,-0.34,0.94,-0.01,1,2.08,-7.26,0.67,58.38,138.66,-67.53,22.83,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67665,I1002,35,-0.33,0.93,-0.02,0.99,3.85,1.04,0.24,54.8,138.66,-67.53,21.57,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67666,I1002,35,-0.32,0.94,0,0.99,1.65,0.24,-0.79,57.19,138.66,-66.38,22.41,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67667,I1002,35,-0.32,0.93,-0.01,0.99,1.04,-0.37,0.24,57.19,137.46,-65.24,22.59,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67668,I1002,35,-0.33,0.93,-0.01,0.99,2.87,-4.33,-1.59,57.19,138.66,-68.67,22.41,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67669,I1002,35,-0.35,0.94,-0.01,1,3.17,-4.15,-1.59,57.19,136.27,-68.67,22.77,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67670,I1002,35,-0.37,0.97,-0.02,1.04,0.92,-16.17,-2.01,56,137.46,-67.53,22.16,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67671,I1002,35,-0.46,0.8,-0.19,0.94,-1.28,-93.14,18.13,61.95,130.29,-96.14,25.43,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67672,I1002,35,-0.31,0.83,-0.38,0.96,-3.6,68.48,-32.78,70.29,105.19,-108.73,33.75,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67673,I1002,35,-0.32,0.93,-0.08,0.99,8.73,8.18,0.43,58.38,136.27,-77.83,23.19,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67674,I1002,35,-0.26,0.91,-0.02,0.95,4.58,12.88,-4.33,56,137.46,-68.67,22.16,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67675,I1002,35,-0.26,0.94,-0.02,0.97,7.26,-2.75,0.61,54.8,136.27,-65.24,21.91,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67676,I1002,35,-0.28,0.92,0,0.96,1.95,9.28,-0.92,52.42,136.27,-66.38,21.04,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67677,I1002,35,-0.31,0.99,-0.05,1.04,2.26,-4.76,-4.21,52.42,137.46,-66.38,20.87,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67678,I1002,35,-0.24,0.97,-0.02,1,3.11,2.26,-1.16,52.42,138.66,-64.09,20.71,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67679,I1002,35,-0.26,0.95,0,0.99,2.99,-1.04,1.65,52.42,138.66,-67.53,20.71,09-03-2022 10:37,Sitting,Head Upright But Moving Jaw/ Rumination,Peak Heat
67742,I1002,34,-0.09,1.02,0.06,1.02,1.4,0.92,1.16,56,154.2,-64.09,19.96,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67743,I1002,34,-0.07,1.03,0.01,1.03,2.01,5,2.87,57.19,157.78,-65.24,19.92,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67744,I1002,34,-0.06,0.99,0.08,1,0.12,-2.75,-1.53,56,155.39,-62.95,19.82,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67745,I1002,34,-0.05,0.98,0.08,0.99,1.77,-3.36,0.43,58.38,156.59,-62.95,20.45,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67746,I1002,34,-0.09,0.98,0.04,0.99,1.1,0.49,-1.71,56,155.39,-62.95,19.82,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67747,I1002,34,-0.07,1,0.06,1.01,2.44,2.5,-2.14,54.8,157.78,-62.95,19.15,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67748,I1002,34,-0.07,0.97,0.05,0.97,1.28,-0.61,-1.22,56,158.98,-65.24,19.4,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67749,I1002,34,-0.07,0.99,0.06,0.99,1.34,-1.22,-1.71,56,157.78,-64.09,19.54,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67750,I1002,34,-0.06,0.99,0.04,0.99,-0.85,-2.99,-1.28,56,156.59,-65.24,19.68,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67751,I1002,34,-0.08,1,0.04,1,-0.12,0.61,-6.04,59.57,156.59,-62.95,20.83,09-03-2022 10:25,Standing,Head in the Basket and eating,Peak Heat
67865,I1002,32,0.15,1.03,0.07,1.04,18.19,-31.86,22.71,44.08,157.78,-121.32,15.61,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67866,I1002,32,0.15,1.03,0.04,1.04,-23.99,-5.07,7.2,42.89,141.05,-141.92,16.91,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67867,I1002,32,0.05,1,-0.1,1.01,14.83,8.54,10.31,54.8,138.66,-139.63,21.57,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67868,I1002,32,-0.04,1.04,-0.04,1.05,-3.3,19.04,0.18,48.85,145.83,-127.04,18.52,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67869,I1002,32,-0.12,1,0.07,1.01,-8.73,-6.47,0.31,57.19,149.41,-123.61,20.94,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67870,I1002,32,-0.09,0.97,0.11,0.98,-5.25,3.78,-0.24,53.61,151.8,-120.18,19.45,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67871,I1002,32,-0.16,0.99,0.05,1,0.49,0.49,-5.31,58.38,149.41,-121.32,21.34,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67872,I1002,32,-0.28,0.95,0.03,0.99,-66.89,197.51,-7.39,61.95,149.41,-105.3,22.52,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67873,I1002,32,-0.13,0.98,0.01,0.98,-0.85,-5.74,1.77,64.34,148.22,-115.6,23.46,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67874,I1002,32,-0.24,0.95,-0.01,0.98,2.56,-3.6,-0.92,67.91,147.02,-111.02,24.79,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67875,I1002,32,-0.23,0.94,-0.03,0.97,2.44,0.73,2.14,67.91,141.05,-117.89,25.71,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67876,I1002,32,-0.23,0.96,0,0.99,2.08,-4.21,-2.14,69.1,141.05,-117.89,26.1,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67877,I1002,32,-0.17,0.92,-0.06,0.93,14.04,-15.5,-3.05,64.34,143.44,-120.18,24.16,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67878,I1002,32,-0.16,0.96,0,0.97,4.39,-0.49,0.55,61.95,137.46,-129.33,24.26,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67879,I1002,32,-0.07,0.98,-0.04,0.99,1.28,-1.89,-3.72,60.76,141.05,-127.04,23.31,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67880,I1002,32,-0.15,0.99,-0.03,1,-8.48,-1.53,-3.66,58.38,141.05,-127.04,22.48,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67881,I1002,32,0,0.98,-0.05,0.98,-2.2,4.82,-2.75,56,142.24,-128.19,21.49,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67882,I1002,32,-0.01,0.98,-0.05,0.99,-1.89,0.55,0.18,54.8,147.02,-124.75,20.44,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67883,I1002,32,0,0.99,-0.05,0.99,1.71,-2.99,-1.65,52.42,151.8,-123.61,19.05,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67884,I1002,32,0.01,0.98,-0.04,0.98,2.38,1.59,-2.26,54.8,147.02,-123.61,20.44,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67885,I1002,32,0.07,1.21,0,1.22,-5.31,-3.11,-21.61,54.8,147.02,-124.75,20.44,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67886,I1002,32,-0.07,0.92,-0.08,0.92,3.11,-11.54,5.8,61.95,135.07,-127.04,24.64,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67887,I1002,32,0.14,1.08,-0.06,1.09,4.03,-29.97,2.26,65.53,105.19,-145.36,31.92,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67888,I1002,32,-0.02,0.96,-0.16,0.97,-7.63,-1.65,1.1,63.14,99.21,-146.5,32.48,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67889,I1002,32,0.02,0.83,0.02,0.84,-5.25,17.76,-18.13,61.95,80.09,-149.93,37.72,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67890,I1002,32,0.29,1.16,1.66,2.04,9.52,74.71,56.52,60.76,100.41,-147.64,31.18,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67891,I1002,32,0.08,1,-0.13,1.01,13.79,18.07,-30.64,57.19,117.14,-144.21,26.02,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67892,I1002,32,0.21,0.97,0.05,0.99,34.3,31.68,-25.09,35.74,155.39,-125.9,12.95,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67893,I1002,32,0.23,0.88,0,0.91,25.21,52.61,-10.56,17.87,166.15,-56.08,6.14,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67894,I1002,32,0.23,0.75,-0.33,0.85,15.81,85.82,-31.98,26.21,147.02,-26.32,10.11,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67895,I1002,32,0.4,0.94,0.18,1.03,-18.74,-59.57,-13.06,69.1,65.74,-27.47,46.43,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67896,I1002,32,0.16,0.94,0.21,0.98,-18.13,-76.78,23.68,52.42,115.95,-17.17,24.33,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67897,I1002,32,0.12,0.97,-0.1,0.98,-1.53,-58.59,5.31,44.08,167.34,-83.55,14.76,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67898,I1002,32,0.12,1.01,-0.06,1.01,2.87,5.19,-3.54,40.51,156.59,-119.03,14.5,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67899,I1002,32,0.15,0.98,-0.01,0.99,9.34,5.62,-8.61,35.74,160.17,-115.6,12.58,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67900,I1002,32,0.25,1.02,0.03,1.05,-11.9,0,-7.87,33.36,161.37,-106.44,11.68,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67901,I1002,32,0.16,0.97,-0.01,0.98,19.47,2.62,-10.38,35.74,169.73,-93.85,11.89,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67902,I1002,32,0.19,0.98,0,1,-1.34,-4.39,5.07,35.74,164.95,-111.02,12.23,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67903,I1002,32,0.16,0.96,0,0.97,3.23,0.31,-0.79,36.93,162.56,-109.88,12.8,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67904,I1002,32,0.17,0.97,0.02,0.98,1.83,-0.67,0,34.55,164.95,-109.88,11.83,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67905,I1002,32,0.18,0.97,0.01,0.99,-1.53,-2.26,-0.92,35.74,164.95,-111.02,12.23,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67906,I1002,32,0.18,0.96,0.02,0.97,6.1,8.79,-0.92,32.17,166.15,-107.59,10.96,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67907,I1002,32,0.14,0.91,0.01,0.92,-0.37,5.13,6.1,35.74,167.34,-92.71,12.06,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
67908,I1002,32,0.11,0.99,0.09,1,0,-1.22,-1.89,38.13,167.34,-91.56,12.83,09-03-2022 10:15,Standing,Head in the Basket and eating,Peak Heat
